ACTION,id
0.4363753703391324,1
0.9999701678626272,2
0.9999999801660175,3
0.9990789123189705,4
0.9999999743659771,5
0.9999999758314072,6
0.9999127835006291,7
0.9999999353813549,8
0.5782796132711504,9
0.9995112613331772,10
0.9999995248062348,11
0.9989710896039625,12
0.9476686328275861,13
0.4646537801608108,14
0.9996686760637994,15
0.9998953473262927,16
0.9902982780329946,17
0.9573836929978855,18
0.999930050283719,19
0.9993014988269852,20
0.9999999949206684,21
0.9999326593854275,22
0.9922532453653425,23
0.9977185548668449,24
0.9881612369313338,25
0.9976726174815563,26
0.9993371495042062,27
0.6556079689093104,28
0.9988524550244283,29
0.9903699530769033,30
0.9998137610408876,31
0.9968009931482464,32
0.9939558981988732,33
0.9999055178444831,34
0.9996468308781884,35
0.9999468248389055,36
0.9994208704913575,37
0.9998571824132589,38
0.9846724128898845,39
0.6870418817056119,40
0.9621801724649569,41
0.9999968701338015,42
0.9919486511653566,43
0.9998829695048228,44
0.999614828420577,45
0.9959884166153367,46
0.999999994693036,47
0.9706606128759848,48
0.9999984545095384,49
0.999974628252027,50
0.9998661214801794,51
0.999922888151193,52
0.9999219883057298,53
0.9999573584150772,54
0.9943436755252397,55
0.24524151314627607,56
0.9980185633092993,57
0.999999893635406,58
0.9996103515898888,59
0.9987458549620502,60
0.9999999796549912,61
0.998930657416036,62
0.9935762589069015,63
0.9999593689827583,64
0.9999503228317916,65
0.9999440123074314,66
0.9863416650869268,67
0.9999507164194934,68
0.9922102057013008,69
0.8132120020435454,70
0.9989563521330529,71
0.999998074597973,72
0.9993872134096726,73
0.9998585282812787,74
0.9996042965379978,75
0.999998426006946,76
0.99995115285988,77
0.9921598637062976,78
0.9958553234924216,79
0.9999998580035212,80
0.999927900087649,81
0.999360510897082,82
0.9910706713998929,83
0.9998099035258664,84
0.9995271142943997,85
0.32025285234164086,86
0.35756097816761084,87
0.9999999467091609,88
0.9997359207271227,89
0.9842445733215174,90
0.8783746816565062,91
0.9956195887356841,92
0.9999999995548077,93
0.9660690306125629,94
0.9999998382946422,95
0.9972470552716408,96
0.8249188945920831,97
0.9985608641592748,98
0.9999980438032252,99
0.999282550003817,100
0.9997314862851018,101
0.8907222923237894,102
0.9995476733957048,103
0.3438401373447648,104
0.9949259186339886,105
0.9999943692407894,106
0.9999999604283483,107
0.9978625209559455,108
0.9999114461076043,109
0.994055060739303,110
0.9453866047662116,111
0.9495392343544979,112
0.9975760092897462,113
0.9999997914552854,114
0.9996350900656873,115
0.9996599135033164,116
0.9999121079335568,117
0.9999854812035056,118
0.9999999999170062,119
0.9994476202453206,120
0.9996601470184736,121
0.9993099852461005,122
0.29303667617434775,123
0.9998258312848114,124
0.9999999609992378,125
0.9908845655402128,126
0.3805919927689372,127
0.6103416156076571,128
0.8986912500378845,129
0.9976950948451514,130
0.999999941997598,131
0.9995715973180441,132
0.9974349224436071,133
0.9043911799255215,134
0.9999999829107965,135
0.995783006839408,136
0.9999689933453122,137
0.9987417712253077,138
0.9562641621113538,139
0.999998695529224,140
0.9999736433553799,141
0.9833172935097643,142
0.9999613377216825,143
0.9769854183481376,144
0.9999999999774569,145
0.7635029239412756,146
0.34535578549500384,147
0.9960261145220192,148
0.9999983598114942,149
0.9998912222640893,150
0.9999650149355721,151
0.9972011771466502,152
0.9994457268385499,153
0.9497303491269365,154
0.9882170987917014,155
0.9997217161013007,156
0.9990259085062255,157
0.9965440336220687,158
0.9999386689728367,159
0.9996728586597324,160
0.20780851690837884,161
0.9999975227475252,162
0.999393649763301,163
0.9999996161673504,164
0.997983766034912,165
0.9999999835098512,166
0.9835379121811308,167
0.9999998384059979,168
0.9948347347397384,169
0.9999363678377449,170
0.9990637720720714,171
0.9997873647249261,172
0.999988323677238,173
0.9999998462116614,174
0.9999993433521526,175
0.9999999818635351,176
0.8480426987473046,177
0.9999999933593504,178
0.9999999840870004,179
0.34535578549500384,180
0.23831126732076588,181
0.9976950948451514,182
0.9995666048932467,183
0.9929474036498749,184
0.9995668412550439,185
0.9800835195285851,186
0.9999999718884806,187
0.993968253585,188
0.9884926517570568,189
0.9999418261317254,190
0.9999999999932041,191
0.9491586968467846,192
0.9999999999891038,193
0.9989625334721118,194
0.9902156126816476,195
0.9999999999741447,196
0.9989635685634974,197
0.9994885270997433,198
0.9999257276994462,199
0.9149846713870249,200
0.9969625312857825,201
0.9937420227882946,202
0.9571085049845839,203
0.999019426497771,204
0.9999133534384973,205
0.9999372643346229,206
0.9999216049101844,207
0.9987161608916848,208
0.9319555072338823,209
0.9995791318264541,210
0.9984487841242591,211
0.9647406768492602,212
0.9999990045583586,213
0.9896098481737737,214
0.9999998974622989,215
0.999360296176052,216
0.9892145671343411,217
0.9999670761206363,218
0.9999181332571384,219
0.9916765810661512,220
0.953206857243437,221
0.9999998745000689,222
0.9979564869562775,223
0.9513187379062847,224
0.9996514475712606,225
0.9984474738547053,226
0.3425535114812439,227
0.999324258055709,228
0.999999845028902,229
0.9982389292879938,230
0.9989359501152713,231
0.9957072341520148,232
0.9996899093171006,233
0.7869641327233149,234
0.9996317784666999,235
0.395594466655633,236
0.9998111941834444,237
0.9996934542496543,238
0.9929927006368606,239
0.9999853542896777,240
0.991660093892031,241
0.038872911961761375,242
0.9982200207907749,243
0.9999999852530559,244
0.21251709986150868,245
0.9999646888242059,246
0.9989181087253396,247
0.9994361993283011,248
0.9999541804829255,249
0.9999010372562934,250
0.9999642353339938,251
0.99644243224503,252
0.9999492881718127,253
0.9997569927492032,254
0.9999993696565038,255
0.9846548042736278,256
0.9999531999697145,257
0.4909589032624118,258
0.998016072203607,259
0.9999999999978886,260
0.9999860277822332,261
0.9953561325856217,262
0.9999791863670271,263
0.9999988759574754,264
0.9996346197046686,265
0.9987161608916848,266
0.9994893742421928,267
0.999296619909125,268
0.9999541804829255,269
0.9996613345127067,270
0.9983957094989635,271
0.9830808248197422,272
0.9962645033023181,273
0.9897206914592321,274
0.9999606447851659,275
0.9999202085491281,276
0.999872838742771,277
0.9999360401916055,278
0.9989826209845339,279
0.9969120064394865,280
0.9999999999995814,281
0.9999791019423017,282
0.08842094046354024,283
0.9993534445986557,284
0.999897097482864,285
0.9975106760985261,286
0.9999976395475911,287
0.9999988165123266,288
0.9628332893389203,289
0.9996346197046686,290
0.4701280052923192,291
0.9798825315609219,292
0.9998819212019756,293
0.998367415837044,294
0.9999991939664898,295
0.9875675631719648,296
0.011082582609329797,297
0.9999988802332667,298
0.9596599172432481,299
0.9999709430577353,300
0.9885362923423471,301
0.9983091977134383,302
0.9183640193281224,303
0.9178466215701888,304
0.9999984957081889,305
0.9988038253065048,306
0.9995271142943997,307
0.9999998960899078,308
0.9979491324256979,309
0.9986079992508644,310
0.9992612339236858,311
0.9937798014161638,312
0.9995271937288507,313
0.9929453126213926,314
0.9999999467960207,315
0.9999694245394485,316
0.996261600108183,317
0.9979883415250689,318
0.99117912626212,319
0.9999236381948149,320
0.9990335783846757,321
0.966358153706834,322
0.9999998200065776,323
0.9999997983617268,324
0.9998017097637159,325
0.9964171989323289,326
0.9987330222112507,327
0.9999471306547988,328
0.9866289921445367,329
0.9998243480270854,330
